600,10,4
573,32,5
308,10,5
34,47,5
614,32,1
582,75,1
82,58,1
91,27,2
115,1,1
266,84,4
542,3,3
90,17,1
866,90,5
135,59,2
215,82,2
192,84,5
319,54,5
21,69,1
3,98,5
713,83,4
833,73,5
810,92,3
15,86,4
702,56,3
595,37,4
861,85,2
847,47,4
143,70,3
888,99,2
158,91,2
734,66,3
888,16,3
45,82,5
298,48,1
329,79,4
646,97,1
492,90,4
346,40,4
182,80,5
500,26,4
637,37,4
28,70,5
977,95,1
945,18,4
921,57,1
795,82,4
299,75,1
822,50,4
99,55,2
674,98,2
856,35,5
908,44,1
927,72,5
159,47,2
950,17,3
597,11,3
353,42,3
532,5,3
487,57,4
775,72,5
890,93,5
174,3,2
142,8,3
562,8,5
672,81,1
208,94,1
25,38,4
666,43,5
988,63,4
182,10,5
124,98,5
491,12,2
134,99,2
784,87,1
762,38,3
28,65,2
150,22,2
348,49,5
74,36,5
834,3,2
983,30,3
68,70,1
755,84,1
755,27,3
307,51,5
971,2,4
384,93,1
790,82,1
316,16,1
436,60,2
656,95,1
766,97,5
703,38,4
632,90,1
394,93,1
600,69,5
324,26,5
807,50,2
880,85,4
62,96,5
182,92,4
127,97,5
625,92,2
611,42,5
403,56,2
490,60,2
626,58,1
873,18,5
944,26,4
856,41,4
831,5,5
155,80,1
307,84,5
901,9,3
392,54,4
811,2,2
987,59,3
221,72,3
192,53,3
146,32,3
154,61,5
286,72,4
281,88,5
414,71,4
944,69,3
532,75,4
716,68,1
975,85,2
108,70,4
767,44,2
370,75,2
969,76,4
894,36,3
927,38,3
651,51,5
24,52,5
531,9,2
375,6,4
945,84,1
544,41,2
147,29,2
113,59,5
674,24,4
901,47,3
437,75,3
171,73,1
833,95,4
595,40,4
218,88,4
717,13,3
851,98,4
211,35,2
422,56,1
548,13,1
801,30,1
202,76,1
543,59,3
51,53,1
822,94,3
527,77,3
270,2,1
992,0,1
70,58,5
933,43,4
799,49,2
81,52,1
28,34,4
717,38,5
757,96,5
721,66,1
266,50,1
358,40,1
625,3,2
422,87,3
523,94,4
712,4,4
742,92,5
757,66,3
382,69,1
420,90,4
829,33,5
203,91,3
508,21,5
457,21,4
943,0,2
741,86,3
215,40,3
6,36,1
35,21,4
500,66,3
608,52,5
84,31,4
111,59,5
265,69,2
194,82,2
726,70,2
978,4,5
722,68,4
179,84,2
893,14,3
633,88,2
875,69,3
505,16,4
81,85,2
815,47,5
739,56,5
159,82,3
172,26,2
672,50,1
113,66,5
125,84,1
782,74,1
581,9,2
16,50,1
552,40,5
144,87,2
67,28,4
665,91,2
214,16,5
469,56,4
830,18,3
942,25,1
778,91,1
84,72,1
115,27,3
708,32,4
747,38,4
836,51,2
45,0,4
701,88,1
301,69,5
349,5,4
721,89,5
530,58,1
993,34,5
472,70,5
799,95,3
831,62,1
852,14,1
460,70,2
951,3,1
483,5,4
806,42,4
196,93,3
820,24,5
307,40,5
957,77,3
630,75,3
348,32,5
871,61,5
879,25,3
718,32,5
439,0,5
123,9,5
195,41,3
508,15,5
439,37,2
972,40,4
777,44,4
947,10,1
388,22,3
127,2,4
859,50,5
444,48,5
566,16,3
131,27,3
865,7,2
795,12,2
651,33,3
557,69,1
379,14,3
891,22,2
988,53,2
502,64,5
949,96,4
28,60,1
462,20,3
85,76,5
313,46,4
142,13,2
513,76,5
440,19,3
973,82,1
380,25,2
791,28,2
360,69,2
273,68,3
400,47,2
507,52,4
518,68,2
711,18,5
739,80,5
261,56,5
752,78,2
116,21,4
977,17,2
957,30,1
166,68,4
698,36,4
613,19,2
70,26,4
935,6,5
665,9,2
429,93,2
594,49,5
312,86,3
612,5,1
360,24,3
428,51,1
806,68,1
71,55,2
880,58,3
607,20,5
359,39,3
673,3,5
370,28,3
890,35,5
510,72,5
350,44,5
47,99,4
109,47,3
886,94,1
738,58,4
886,95,5
778,7,1
996,72,1
763,99,5
587,96,5
512,3,5
589,65,3
307,6,3
922,57,5
50,51,2
406,94,5
301,9,3
991,51,3
983,74,2
878,32,1
488,94,3
