2.897,7.093
3.050,6.840
3.239,7.156
2.982,7.013
3.054,7.105
3.101,6.816
3.136,6.854
3.246,7.159
3.168,7.038
3.263,7.192
3.111,7.104
3.068,6.866
2.937,7.058
3.102,7.220
2.708,6.952
3.131,7.137
2.720,7.051
2.879,7.052
2.989,7.292
2.851,6.699
2.722,6.846
3.117,6.861
3.189,6.998
2.794,6.894
3.120,6.929
3.357,7.065
3.204,6.809
2.847,6.837
3.135,6.974
3.204,6.955
3.060,7.296
2.967,7.062
2.703,7.074
2.856,7.022
2.997,6.617
2.733,6.842
3.120,6.788
3.089,6.827
2.998,7.109
3.037,7.016
3.068,7.050
2.821,6.809
3.125,7.078
3.220,7.049
2.862,7.018
3.117,7.171
2.957,6.890
2.956,6.962
2.944,6.842
2.908,7.102
2.984,7.183
2.800,6.935
2.918,7.030
3.007,7.052
3.237,6.806
2.933,7.210
2.854,6.720
2.902,7.111
2.738,7.047
2.888,7.208
2.887,6.916
3.057,6.972
3.100,6.992
2.954,6.976
3.239,6.944
2.575,6.784
2.744,6.980
3.044,6.963
3.135,7.073
3.117,6.985
3.226,6.801
3.125,6.881
2.867,6.987
2.745,7.069
2.995,6.778
3.059,7.107
2.976,6.854
2.693,6.979
3.021,6.776
3.212,6.674
2.664,7.021
2.879,7.148
3.186,7.189
2.726,6.679
3.087,6.987
2.919,7.123
3.040,6.855
3.274,7.156
3.116,6.748
2.978,6.893
3.064,6.852
2.944,6.916
2.990,7.002
3.013,6.961
2.922,6.840
2.992,7.134
3.152,6.967
3.096,7.140
2.927,6.949
2.801,6.915
2.926,7.034
2.850,6.851
2.871,6.952
3.227,6.959
3.011,6.993
2.696,7.011
2.724,6.883
3.121,7.233
3.035,7.026
3.081,7.056
3.247,6.696
2.924,7.346
2.961,7.071
2.866,6.973
2.804,6.771
2.852,6.858
3.064,6.932
3.140,6.910
2.920,6.858
2.780,7.086
3.105,6.624
2.690,6.885
2.897,6.990
2.787,6.775
2.884,7.171
2.962,6.987
3.255,7.060
3.130,6.871
2.933,6.756
3.001,7.139
2.778,7.146
2.968,6.815
3.019,7.167
2.888,6.959
2.947,7.232
3.108,7.239
2.789,7.065
3.172,6.940
3.274,7.096
2.906,7.145
3.037,6.990
2.997,7.214
2.971,6.750
2.833,7.065
2.933,6.912
3.099,6.992
3.113,7.093
2.859,7.182
3.019,6.889
3.081,7.069
3.202,6.949
3.075,7.007
2.693,6.777
2.901,7.113
2.893,6.925
2.934,7.109
2.932,6.904
3.153,6.943
3.012,6.983
3.291,7.250
3.064,6.883
2.963,6.884
3.121,7.086
2.911,6.695
2.922,7.064
2.979,6.798
2.800,7.009
2.935,7.172
2.855,6.933
2.878,7.078
2.920,6.934
2.758,6.759
2.922,6.796
3.001,6.861
3.232,6.740
3.209,6.699
2.961,7.064
2.970,7.175
3.181,6.888
3.039,7.084
2.827,6.751
2.943,7.203
2.950,7.136
2.789,7.060
2.961,7.077
3.241,7.128
3.121,6.827
3.182,6.794
3.013,6.937
3.003,6.919
3.167,7.050
2.948,6.982
3.048,6.838
2.882,6.919
2.710,7.060
2.916,7.237
3.027,7.056
3.150,7.001
3.020,7.028
2.803,6.663
3.119,6.920
3.002,7.001
2.901,6.996
2.903,7.302
2.815,6.794
3.042,7.088
3.096,7.026
3.045,6.715
3.104,7.118
3.017,7.104
3.012,6.822
2.946,7.052
3.247,7.238
2.832,6.939
3.073,7.126
3.188,7.150
3.122,6.769
3.152,6.951
2.991,7.147
2.914,7.272
2.994,6.767
3.174,6.977
3.105,7.039
2.920,6.901
2.680,7.191
3.021,7.023
3.284,7.213
3.115,6.899
3.267,7.136
3.116,6.962
2.762,6.919
2.933,7.030
3.045,6.983
2.875,7.041
3.008,6.898
2.808,6.969
3.064,7.232
3.193,6.788
2.831,7.150
3.054,7.045
3.087,7.328
2.992,7.298
2.965,6.868
2.884,7.267
2.975,6.932
2.893,6.895
3.055,6.811
2.766,6.905
2.722,6.909
3.317,7.005
2.918,7.016
2.984,7.024
2.963,6.903
2.852,7.062
3.254,6.825
3.144,7.272
2.933,7.023
3.096,6.934
3.115,7.033
2.860,6.976
3.230,6.963
3.063,7.232
3.156,7.355
3.008,7.043
3.089,7.073
2.775,7.094
3.209,6.583
2.677,7.088
2.759,7.149
3.012,7.070
2.865,7.087
3.013,7.021
3.133,7.082
3.126,6.936
3.066,6.900
3.109,6.900
3.124,6.813
3.127,7.167
3.117,6.967
3.142,7.048
3.101,6.908
3.102,7.155
3.026,6.919
3.002,6.891
3.011,7.132
2.970,6.922
3.354,6.825
3.388,7.380
2.897,6.875
3.116,7.134
2.921,6.854
2.981,7.113
3.111,7.046
3.110,6.871
3.196,6.551
2.731,7.300
2.725,7.065
3.182,6.873
2.971,6.815
3.098,6.972
3.242,6.777
2.937,6.696
2.923,6.927
2.979,6.968
2.946,6.908
3.242,6.953
2.851,6.805
2.827,6.696
3.035,7.060
2.995,6.902
2.902,7.191
2.986,7.310
3.230,6.987
2.975,6.978
3.255,7.111
2.919,7.116
3.223,6.923
3.009,6.719
3.219,7.118
3.084,6.717
3.254,7.289
2.966,6.986
3.083,7.142
3.133,6.988
3.080,6.913
2.764,7.033
2.885,7.041
3.175,6.810
2.784,7.085
2.462,6.931
2.869,6.901
3.161,7.098
2.834,6.995
3.150,6.516
3.006,6.775
3.055,7.244
3.028,7.177
2.712,6.998
2.864,7.208
2.868,6.851
3.035,6.846
3.063,6.870
3.078,7.128
2.788,6.965
3.176,6.887
3.056,6.844
3.175,6.703
3.030,6.806
2.889,7.012
3.296,6.907
3.434,6.853
2.781,7.107
3.064,7.215
2.959,6.884
3.035,7.042
3.057,6.980
2.804,7.045
3.064,7.167
2.979,7.133
2.948,7.154
2.758,7.072
3.039,7.182
2.978,6.931
2.927,7.318
3.063,6.746
3.171,7.129
2.940,7.265
