10/7/2012,0,0,0,0
10/8/2012,-1,0,-1,0
10/9/2012,-1,1,0,1
10/10/2012,0,-1,0,1
10/11/2012,0,0,0,-1
10/12/2012,0,0,0,1
10/13/2012,1,0,0,0
10/14/2012,0,0,0,0
10/15/2012,1,1,0,0
10/16/2012,1,0,0,1
10/17/2012,1,0,0,1
10/18/2012,1,1,1,0
10/19/2012,1,0,1,1
10/20/2012,1,0,0,0
10/21/2012,0,0,0,0
10/22/2012,0,0,1,-1
10/23/2012,0,0,0,0
10/24/2012,0,0,0,0
10/25/2012,1,0,0,1
10/26/2012,0,0,0,-1
10/27/2012,0,0,0,0
10/28/2012,0,0,0,0
10/29/2012,0,0,0,0
10/30/2012,0,1,0,0
10/31/2012,1,0,0,1
11/1/2012,0,1,-1,0
11/2/2012,0,0,0,0
11/3/2012,0,0,0,-1
11/4/2012,0,0,0,0
11/5/2012,0,0,1,-1
11/6/2012,-1,0,0,0
11/7/2012,0,-1,0,1
11/8/2012,0,0,0,-1
11/9/2012,0,0,0,1
11/10/2012,0,0,0,0
11/11/2012,0,0,0,0
11/12/2012,0,0,0,0
11/13/2012,0,0,0,0
11/14/2012,0,0,0,0
11/15/2012,-1,-1,0,0
11/16/2012,-1,0,0,0
11/17/2012,1,0,0,-1
11/18/2012,0,0,0,0
11/19/2012,0,1,-1,-1
11/20/2012,-1,0,0,-1
11/21/2012,0,0,1,1
11/22/2012,1,0,0,1
11/23/2012,0,0,0,0
11/24/2012,0,-1,0,1
11/25/2012,0,0,0,0
11/26/2012,0,0,0,-1
11/27/2012,0,0,0,0
11/28/2012,1,1,0,0
11/29/2012,0,0,0,1
11/30/2012,1,0,0,1
12/1/2012,0,1,0,-1
12/2/2012,0,0,0,0
12/3/2012,0,0,-1,0
12/4/2012,1,0,1,1
12/5/2012,0,1,0,0
12/6/2012,1,-1,1,1
12/7/2012,1,0,0,1
12/8/2012,1,0,1,0
12/9/2012,0,0,0,0
12/10/2012,1,1,1,1
12/11/2012,1,0,1,1
12/12/2012,0,0,0,-1
12/13/2012,0,0,0,-1
12/14/2012,-1,0,0,-1
12/15/2012,1,0,0,1
12/16/2012,0,0,0,0
12/17/2012,-1,1,0,1
12/18/2012,1,0,0,1
12/19/2012,0,0,0,-1
12/20/2012,0,0,0,-1
12/21/2012,0,0,0,1
12/22/2012,0,0,0,-1
12/23/2012,0,0,0,0
12/24/2012,0,0,0,0
12/25/2012,0,0,0,0
12/26/2012,0,0,0,0
12/27/2012,0,0,0,0
12/28/2012,0,0,0,1
12/29/2012,0,0,0,-1
12/30/2012,0,0,0,0
12/31/2012,1,0,1,0
1/1/2013,1,1,0,1
1/2/2013,-1,0,1,0
1/3/2013,1,0,1,0
1/4/2013,1,0,1,0
1/5/2013,0,0,0,1
1/6/2013,0,0,0,0
1/7/2013,1,1,1,-1
1/8/2013,0,0,1,0
1/9/2013,0,0,0,0
1/10/2013,0,0,0,0
1/11/2013,0,0,1,-1
1/12/2013,0,0,0,-1
1/13/2013,0,0,0,0
1/14/2013,0,0,0,0
1/15/2013,0,0,0,0
1/16/2013,0,0,0,0
1/17/2013,0,0,0,1
1/18/2013,0,0,0,0
1/19/2013,0,0,1,0
1/20/2013,0,0,0,0
1/21/2013,0,0,0,0
1/22/2013,0,0,0,-1
1/23/2013,0,0,0,-1
1/24/2013,0,0,0,0
1/25/2013,0,0,0,0
1/26/2013,0,0,0,0
1/27/2013,0,0,0,0
1/28/2013,0,0,0,1
1/29/2013,0,0,0,0
1/30/2013,0,0,0,-1
1/31/2013,0,0,0,-1
2/1/2013,0,0,-1,1
2/2/2013,0,-1,-1,-1
2/3/2013,0,0,0,0
2/4/2013,-1,0,0,-1
2/5/2013,0,0,0,0
2/6/2013,-1,1,0,0
2/7/2013,-1,-1,-1,-1
2/8/2013,0,0,-1,0
2/9/2013,0,-1,0,1
2/10/2013,0,0,0,0
2/11/2013,-1,0,0,-1
2/12/2013,-1,0,0,-1
2/13/2013,-1,-1,0,0
2/14/2013,0,0,-1,-1
2/15/2013,0,-1,0,1
2/16/2013,0,0,-1,-1
2/17/2013,0,0,0,0
2/18/2013,-1,0,-1,-1
2/19/2013,-1,-1,-1,-1
2/20/2013,1,0,0,0
2/21/2013,0,0,0,0
2/22/2013,0,0,0,0
2/23/2013,-1,0,0,0
2/24/2013,0,0,0,0
2/25/2013,0,0,-1,-1
2/26/2013,-1,0,0,0
2/27/2013,0,0,0,-1
2/28/2013,-1,0,0,-1
3/1/2013,0,-1,-1,0
3/2/2013,0,0,0,1
3/3/2013,0,0,0,0
3/4/2013,0,0,0,1
3/5/2013,1,0,0,1
3/6/2013,0,0,1,0
3/7/2013,0,0,0,0
3/8/2013,0,0,0,0
3/9/2013,0,0,0,-1
3/10/2013,0,0,0,0
3/11/2013,0,0,0,1
3/12/2013,0,0,0,0
3/13/2013,0,0,0,0
3/14/2013,0,0,0,0
3/15/2013,0,0,0,0
3/16/2013,0,0,0,0
3/17/2013,0,0,0,0
3/18/2013,-1,0,1,-1
3/19/2013,0,0,0,-1
3/20/2013,-1,0,0,0
3/21/2013,-1,-1,0,-1
3/22/2013,0,0,-1,-1
3/23/2013,0,0,0,1
3/24/2013,0,0,0,0
3/25/2013,1,0,0,1
3/26/2013,0,1,0,-1
3/27/2013,0,0,0,0
3/28/2013,0,0,0,0
3/29/2013,0,0,0,0
3/30/2013,0,0,0,1
3/31/2013,0,0,0,0
4/1/2013,0,0,0,1
4/2/2013,1,0,0,0
4/3/2013,0,0,1,1
4/4/2013,1,1,1,1
4/5/2013,1,0,0,0
4/6/2013,0,0,1,0
4/7/2013,0,0,0,0
4/8/2013,0,1,0,0
4/9/2013,-1,0,0,-1
4/10/2013,1,0,0,-1
4/11/2013,0,-1,0,0
4/12/2013,-1,0,0,0
4/13/2013,0,0,0,1
4/14/2013,0,0,0,0
4/15/2013,0,-1,0,0
4/16/2013,0,0,0,-1
4/17/2013,0,0,0,-1
4/18/2013,0,0,0,0
4/19/2013,0,0,0,1
4/20/2013,0,0,0,0
4/21/2013,0,0,0,0
4/22/2013,0,0,0,-1
4/23/2013,0,0,0,-1
4/24/2013,0,0,0,0
4/25/2013,-1,0,0,0
4/26/2013,1,0,0,1
4/27/2013,-1,-1,0,-1
4/28/2013,0,0,0,0
4/29/2013,0,1,0,-1
4/30/2013,1,0,0,0
5/1/2013,0,0,0,0
5/2/2013,0,-1,-1,-1
5/3/2013,-1,0,0,-1
5/4/2013,0,0,0,-1
5/5/2013,0,0,0,0
5/6/2013,-1,0,-1,-1
5/7/2013,0,0,0,1
5/8/2013,0,0,0,1
5/9/2013,0,0,-1,0
5/10/2013,0,0,1,-1
5/11/2013,0,0,0,0
5/12/2013,0,0,0,0
5/13/2013,0,0,-1,-1
5/14/2013,0,0,-1,-1
5/15/2013,0,0,0,-1
5/16/2013,-1,0,-1,0
5/17/2013,-1,0,0,-1
5/18/2013,-1,-1,0,0
5/19/2013,0,0,0,0
5/20/2013,0,1,-1,0
5/21/2013,0,-1,0,1
5/22/2013,0,1,0,0
5/23/2013,0,-1,0,0
5/24/2013,0,0,0,0
5/25/2013,0,0,0,0
5/26/2013,0,0,0,0
5/27/2013,1,0,0,1
5/28/2013,1,0,0,1
5/29/2013,0,0,0,0
5/30/2013,0,0,0,-1
5/31/2013,0,0,1,1
6/1/2013,1,1,1,1
6/2/2013,0,0,0,0
6/3/2013,0,0,0,1
6/4/2013,0,0,0,1
6/5/2013,0,0,0,0
6/6/2013,0,0,0,0
6/7/2013,0,0,1,0
6/8/2013,0,0,1,1
6/9/2013,0,0,0,0
6/10/2013,1,1,1,1
6/11/2013,1,0,0,0
6/12/2013,1,0,0,1
6/13/2013,0,1,0,1
6/14/2013,0,0,0,1
6/15/2013,0,0,0,1
6/16/2013,0,0,0,0
6/17/2013,1,0,1,-1
6/18/2013,0,0,0,-1
6/19/2013,0,0,0,-1
6/20/2013,0,-1,0,-1
6/21/2013,0,0,0,-1
6/22/2013,0,1,0,-1
6/23/2013,0,0,0,0
6/24/2013,0,0,0,1
6/25/2013,0,0,0,1
6/26/2013,0,0,0,1
6/27/2013,0,0,0,1
6/28/2013,0,0,0,-1
6/29/2013,0,0,0,0
6/30/2013,0,0,0,0
7/1/2013,-1,-1,0,-1
7/2/2013,-1,0,1,-1
7/3/2013,-1,0,0,0
7/4/2013,0,-1,0,0
7/5/2013,0,0,0,1
7/6/2013,0,0,0,-1
7/7/2013,0,0,0,0
7/8/2013,-1,0,0,-1
7/9/2013,0,0,0,-1
7/10/2013,0,0,0,-1
7/11/2013,-1,0,0,1
7/12/2013,0,-1,0,1
7/13/2013,0,0,0,-1
7/14/2013,0,0,0,0
7/15/2013,0,0,0,0
7/16/2013,1,0,0,1
7/17/2013,0,0,0,-1
7/18/2013,1,1,0,1
7/19/2013,1,0,0,1
7/20/2013,0,0,0,1
7/21/2013,0,0,0,1
7/22/2013,1,0,0,-1
7/23/2013,0,0,0,0
7/24/2013,0,0,1,1
7/25/2013,1,0,0,1
7/26/2013,0,1,0,-1
7/27/2013,-1,0,1,-1
7/28/2013,0,0,-1,0
7/29/2013,0,-1,1,0
7/30/2013,0,1,0,-1
7/31/2013,0,0,-1,1
8/1/2013,0,0,0,1
8/2/2013,0,0,0,1
8/3/2013,0,0,0,0
8/4/2013,0,0,0,0
8/5/2013,0,0,0,1
8/6/2013,0,0,0,0
8/7/2013,0,0,0,0
8/8/2013,0,0,0,0
8/9/2013,0,0,0,0
