"x" "y" "z"
" 0.875602364110933839569" "5.4267953258658101490" "2.012376442032463685905"
" 0.769210072435594582885" "4.5113582724639123001" "0.907592147217186395736"
" 0.293724479935690840904" "4.9460706419034794479" "4.083779883890383821665"
"-0.519970466318181334664" "6.4975413663489431926" "0.051761052464468028378"
"-0.042667729359172158754" "4.8142147115203384189" "0.169463042223167853484"
" 1.685096455860967790130" "5.0027575644927821941" "0.730351298944690974224"
"-0.135659398799909430844" "5.6867357963605886795" "0.315524824620778965301"
"-1.017945646740489262783" "3.7020430768847312208" "0.075620426937877849305"
" 0.066448939652480359941" "6.5383359900679876020" "1.649895512217712800762"
"-0.076881366728582936632" "3.8049522794673587001" "0.517121893205545246630"
