"UserID","Probability1"
3,0.515681140985661
4,0.673552690160072
10,0.610220594058111
14,0.257288097532112
16,0.40594585605608
23,0.440682882827991
29,0.512621935397863
33,0.481717571682985
37,0.632260653307219
45,0.685794704618674
47,0.684068939635538
54,0.31961207739592
55,0.524631969195926
60,0.598267884170691
68,0.683167129685142
79,0.636118739550243
90,0.630576778479654
93,0.558154589734731
98,0.540243486933799
101,0.627966050486661
107,0.628568945399453
109,0.487172998966578
113,0.669258545486891
116,0.570511330530899
118,0.392323399341471
119,0.655511263592141
120,0.729977259088193
126,0.374851220929856
131,0.709111938961013
134,0.771656099923832
135,0.718199196554558
137,0.727636065210042
139,0.39826933638372
140,0.533717236933461
141,0.766212041886969
142,0.335842665965387
152,0.723644202737484
162,0.655621972295523
164,0.553954944255946
168,0.6666526807624
172,0.617334927978514
173,0.544145470233678
176,0.805948114151764
179,0.672247887681455
181,0.683615845246063
182,0.260518993788812
183,0.590609596056094
186,0.74909243602371
189,0.613595779059101
192,0.500809986498224
193,0.687151030653209
194,0.679090819526683
196,0.615478705549148
197,0.729149254818112
198,0.52488350363899
201,0.616520981796782
204,0.620326350792366
205,0.408638897262325
210,0.612589625319478
213,0.455465093627132
216,0.494708724057563
221,0.698608749997155
234,0.27624990930231
237,0.509566912605622
241,0.443639307185573
246,0.376201544393856
258,0.758436244956342
261,0.355136652568254
262,0.618521187364668
271,0.473792254408958
279,0.695346327073024
280,0.568768365502689
288,0.394048059278643
291,0.560476050573911
296,0.27727118848786
301,0.498420356765433
305,0.233255661524967
306,0.551001188128568
310,0.593868540710335
313,0.749355459258151
315,0.627840267638626
317,0.600624865075814
318,0.773154511676091
319,0.57513048659106
321,0.658626562808624
323,0.501383156118414
324,0.390317341704027
325,0.708150755366181
326,0.593753072846602
327,0.449559368751137
328,0.574967851227704
331,0.506584005762643
340,0.715658809697114
342,0.569270088357767
344,0.731854556088898
346,0.680277801738882
347,0.799480569122342
358,0.27949266616643
368,0.318116476754046
369,0.425203756607011
382,0.380857789763668
383,0.841574364656669
384,0.397571322394291
385,0.564846687402978
386,0.745457469828966
392,0.472178017720011
396,0.517018211236681
397,0.451276607493933
399,0.582215570953561
400,0.792447049061602
402,0.440702380582782
404,0.57439732860615
405,0.362915452387066
410,0.447626540852371
412,0.539917102321909
415,0.48525142946268
416,0.604976127738978
418,0.710547765866598
419,0.550996907285035
421,0.323733452797947
422,0.681602553049767
424,0.625923697244012
437,0.747335347185156
440,0.689456462097378
442,0.568222673895715
443,0.367253432820666
447,0.58625322278135
448,0.576562075227014
449,0.58125393948723
453,0.543419838005684
465,0.418835308062924
467,0.714992846568861
468,0.418414861167847
470,0.292327852361555
472,0.490630139984866
476,0.417760749086464
484,0.638975756810412
486,0.708432287939513
487,0.606951944601746
492,0.724633920129398
494,0.48243291562747
495,0.659616911678119
503,0.614834080934708
505,0.763504655641018
514,0.303147221270558
516,0.601114995205851
518,0.532588249502372
521,0.319752508549617
523,0.650468953353831
529,0.269281118186595
531,0.648297023408854
533,0.543663067894342
534,0.362776504368177
536,0.42953692718915
545,0.720049978748138
549,0.818599865383711
553,0.703703257370993
555,0.430780469694131
561,0.591654133166717
562,0.634366970815828
563,0.761108957560077
567,0.308893387951197
569,0.37261285116738
570,0.341016414616473
575,0.748649350710775
577,0.683578232591535
579,0.534336213820514
581,0.544995599011119
582,0.719818017132638
583,0.237169810191347
590,0.380069901049118
598,0.500111299639975
600,0.562764488328051
603,0.661750288902915
604,0.617755729900035
606,0.571827893400613
619,0.684880561592083
621,0.534672697413525
622,0.715361410623872
623,0.347851256475086
627,0.713873330577118
633,0.726559739993364
636,0.729868023968677
639,0.423311613334744
643,0.694194151536229
653,0.267620217663926
654,0.807905582556406
660,0.798925203668178
681,0.475607400235931
685,0.742655265388175
691,0.617068426416164
696,0.670455351528612
698,0.300854906152801
699,0.739267489185565
700,0.61895378884756
703,0.735604010031914
705,0.705452877286962
707,0.72986846561903
708,0.736853021446591
711,0.602921378258694
712,0.641113890950346
716,0.449821907196694
719,0.663800017868938
722,0.62472562572562
724,0.405278027652883
727,0.365357906569058
730,0.65133182020125
736,0.706437083515197
743,0.718746639678754
753,0.611617924950195
755,0.316861626036916
765,0.695996092406716
774,0.728220174672453
775,0.345888721864931
778,0.667183200901666
784,0.584126326934107
788,0.779432076030311
789,0.442816478026469
791,0.481197930564032
797,0.48751645700049
798,0.360109697036699
800,0.746471677165505
802,0.220935424916256
807,0.635951561132427
810,0.776900830346169
811,0.444517441348174
820,0.509311392665141
821,0.502171327288328
822,0.581363036672284
823,0.642733161406054
824,0.760882005860843
826,0.187746861400649
828,0.519593948301584
831,0.471845943938969
832,0.242939405209992
833,0.335596765836813
834,0.374959428176204
837,0.626797924557296
838,0.748852370833035
841,0.655839575252086
843,0.610634245828985
844,0.402723113030728
850,0.740440070731494
853,0.583393322612391
855,0.336207671867279
856,0.57038883795607
860,0.334020101670681
864,0.294523961562182
868,0.424714316692305
875,0.460686502430183
876,0.302456834499355
877,0.669633722178643
879,0.532575176492923
889,0.743517286739672
890,0.458693271142183
894,0.366637930868545
896,0.566041764215432
897,0.660992485137006
904,0.267753477260735
905,0.597609258632558
907,0.281499359427495
909,0.313286528047518
913,0.523825867974439
925,0.386497838635907
926,0.465544280004561
927,0.573883499693247
928,0.603072417718034
931,0.613392110164411
932,0.757909849271071
934,0.35577694495983
935,0.419734800625782
939,0.434540914644126
941,0.560163978040716
942,0.242617010132871
947,0.531293823307852
948,0.367473579506415
950,0.543443184863011
951,0.479767760252158
958,0.432904886679652
959,0.675151439471681
960,0.713080436288642
966,0.386130747554869
975,0.658418033391978
985,0.70965918403096
992,0.366828292495857
993,0.278002937307673
994,0.277894217338182
995,0.282706154543448
998,0.630314286869965
1001,0.746910319826041
1009,0.348143980237588
1011,0.361632410175358
1012,0.646607681408159
1013,0.601007605486996
1014,0.372451906058638
1028,0.739886536387144
1032,0.610032278950872
1033,0.783746967770757
1037,0.569187052084244
1051,0.565444447375233
1052,0.185422330237483
1055,0.591585781464705
1061,0.341392125067275
1067,0.623738295120404
1071,0.6169657550927
1073,0.762217211603819
1075,0.429642897313913
1077,0.469082207496779
1078,0.326493242575611
1081,0.489569252133149
1082,0.625682485390054
1088,0.719483350727279
1094,0.666649479197221
1100,0.335835826052807
1102,0.538355361879225
1103,0.505076310738172
1112,0.668738626268091
1114,0.723544773643526
1117,0.798906887677951
1118,0.682973066473481
1127,0.744853476958615
1130,0.720464068781091
1131,0.680468243528168
1132,0.565421612609458
1136,0.384382921156741
1139,0.539213726170838
1151,0.810377419363891
1152,0.632176487716629
1153,0.611680354473601
1155,0.709853630704422
1158,0.467152836034452
1161,0.765328630268526
1165,0.613951402372376
1166,0.452789742818923
1172,0.623323306980031
1173,0.459533594465966
1177,0.433198841013139
1178,0.540125066096671
1179,0.496277773618141
1180,0.312953651667143
1181,0.280732343729595
1182,0.72556483263987
1187,0.61032460508505
1190,0.744472084524488
1194,0.50579039090241
1197,0.580551671020271
1198,0.438716629871528
1203,0.485842568894978
1206,0.765566618799017
1208,0.660181505987853
1212,0.747311218662636
1214,0.747170264529943
1217,0.248403972892415
1220,0.530897855919589
1225,0.755312271938413
1232,0.591127494906754
1234,0.541281834390677
1241,0.630327793933935
1247,0.656352460662592
1250,0.502340060293333
1251,0.683730752301969
1255,0.819037865361988
1256,0.60351729912937
1260,0.553703706851982
1261,0.762332137700115
1266,0.675697498621929
1270,0.595015975471306
1272,0.587867027941061
1274,0.626807585917672
1288,0.5352165495464
1290,0.743042745978033
1291,0.740019531433482
1294,0.430555838213142
1295,0.547771800750411
1297,0.750810249748764
1300,0.726858415192261
1303,0.585654478658602
1306,0.665577305888612
1311,0.498005002347731
1315,0.351225165094114
1320,0.386964732633862
1324,0.643289735124858
1326,0.407710827905559
1335,0.642871033415659
1337,0.67322165780128
1339,0.445329895264919
1343,0.607424636170531
1345,0.609750649601146
1348,0.581454589436534
1350,0.347890455629821
1355,0.409982443989835
1357,0.566964162274584
1366,0.602226181521812
1371,0.340794532651885
1373,0.428425258623402
1376,0.676814171771851
1386,0.640073735848049
1387,0.503963425566347
1394,0.559986514639166
1397,0.179446155582421
1400,0.545708071466508
1403,0.638910530200802
1405,0.530675258889739
1409,0.757333666626711
1412,0.440770530026206
1413,0.367534067458602
1416,0.74109719614915
1420,0.464165913425034
1421,0.726471313295308
1423,0.781715652515997
1440,0.728357108086842
1443,0.819798196156078
1445,0.596855013556306
1449,0.776249261144634
1451,0.551204974166365
1452,0.351372156028651
1457,0.529151807668051
